"car_name","make","year","car_type","stock_class","stock_pi","drivetrain_stock","recommended_preset","primary_roles","upgrade_order","required_adjustable_parts","optional_parts","avoid","tune_sections","data_needed_for_exact_tune","risk_flags","ai_notes","confidence"
"1996 Toyota Starlet Glanza V","Toyota","1996","Retro Hot Hatch","C","435","FWD","road_low_class_momentum","jdm_theme;low_class_momentum","weight reduction > final drive/transmission if bad > street tire only if needed > brakes if weak > mild power","final_drive_or_transmission;front/rear ARB if available","sport brakes;street tire","race slicks;heavy aero;huge engine swaps","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;check_availability_currently","Keep PI efficient; do not destroy momentum with tire overspend","derived_from_car_archetype_and_build_preset"
"1997 Toyota Chaser 2.5 Tourer V","Toyota","1997","Retro Super Saloons","B","504","RWD","weekly_allround_required","jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1997 Toyota Soarer 2.5 GT-T","Toyota","1997","Retro Sports Cars","C","491","RWD","weekly_allround_required","jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1998 Toyota Supra RZ","Toyota","1998","Retro Sports Cars","B","529","RWD","touge_jdm_a","jdm_theme;touge_or_drift_project","tires > brakes > weight > suspension/ARB > diff > short useful gearing > modest power","race_springs;ARB;race_diff;final_drive","street/semi-slick;race brakes","huge turbo lag;top-speed gearing","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Braking and exit control beat peak power","derived_from_car_archetype_and_build_preset"
"1999 Toyota Altezza RS200 Z EDITION","Toyota","1999","Retro Super Saloons","C","461","RWD","weekly_allround_required","jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","check_availability_currently","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2003 Toyota Celica Sport Specialty II","Toyota","2003","Retro Sports Cars","C","433","FWD","weekly_allround_required","leaderboard_benchmark;jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2005 Toyota Crown Super Deluxe Taxi","Toyota","2005","Retro Super Saloons","D","181","RWD","weekly_allround_required","jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2013 Toyota 86","Toyota","2013","Modern Sports Cars","C","460","RWD","touge_jdm_a","jdm_theme;touge_or_drift_project","tires > brakes > weight > suspension/ARB > diff > short useful gearing > modest power","race_springs;ARB;race_diff;final_drive","street/semi-slick;race brakes","huge turbo lag;top-speed gearing","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Braking and exit control beat peak power","derived_from_car_archetype_and_build_preset"
"2013 Toyota 86 Stories","Toyota","2013","Track Toys","A","685","RWD","touge_jdm_a","jdm_theme;touge_or_drift_project;track_day_or_rivals","tires > brakes > weight > suspension/ARB > diff > short useful gearing > modest power","race_springs;ARB;race_diff;final_drive","street/semi-slick;race brakes","huge turbo lag;top-speed gearing","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","Braking and exit control beat peak power","derived_from_car_archetype_and_build_preset"
"2016 Toyota Land Cruiser Arctic Trucks AT37","Toyota","2016","Pickups & 4x4's","D","332","AWD","cross_country_a_s1","jdm_theme;cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"2017 Toyota JPN Taxi","Toyota","2017","Eclectic Domestics","D","248","FWD","road_low_class_momentum","jdm_theme;low_class_momentum","weight reduction > final drive/transmission if bad > street tire only if needed > brakes if weak > mild power","final_drive_or_transmission;front/rear ARB if available","sport brakes;street tire","race slicks;heavy aero;huge engine swaps","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Keep PI efficient; do not destroy momentum with tire overspend","derived_from_car_archetype_and_build_preset"
"2019 Toyota 4Runner TRD Pro","Toyota","2019","Pickups & 4x4's","C","421","AWD","cross_country_a_s1","jdm_theme;cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"2019 Toyota Tacoma TRD Pro","Toyota","2019","Pickups & 4x4's","C","409","AWD","cross_country_a_s1","jdm_theme;cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"2019 Toyota Tacoma TRD Pro Forza Edition","Toyota","2019","Extreme Track Toys","R","998","AWD","road_high_grip","jdm_theme;track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_dlc_or_addon_access","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2020 Toyota GR Supra","Toyota","2020","Modern Sports Cars","A","616","RWD","touge_jdm_a","jdm_theme;touge_or_drift_project","tires > brakes > weight > suspension/ARB > diff > short useful gearing > modest power","race_springs;ARB;race_diff;final_drive","street/semi-slick;race brakes","huge turbo lag;top-speed gearing","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Braking and exit control beat peak power","derived_from_car_archetype_and_build_preset"
"2021 Toyota GR Yaris","Toyota","2021","Modern Rally","B","558","AWD","rally_b_a","jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
